Car Name,Car Prices (In rupee),kms Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats
Kia Seltos HTX G,14 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats
Hyundai Alcazar Signature Diesel AT,19.50 Lakh,"27,300 kms",Diesel,Automatic,1st Owner,2021,1493 cc,6 Seats
Skoda Superb Laurin & klement,34 Lakh,"31,001 kms",Petrol,Automatic,1st Owner,2021,1984 cc,5 Seats
Renault KWID 1.0 RXT,3.10 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2017,999 cc,5 Seats
Maruti Wagon R LXI BSII,1.30 Lakh,"77,000 kms",Petrol,Manual,2nd Owner,2005,998 cc,5 Seats
Maruti Swift Dzire AMT VXI,6.50 Lakh,"53,000 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats
Datsun RediGO S,2.75 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2017,799 cc,5 Seats
Honda Brio S Option MT,3.50 Lakh,"72,000 kms",Petrol,Manual,1st Owner,2013,1198 cc,5 Seats
Hyundai Creta 1.6 VTVT S,8.90 Lakh,"26,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
Honda Amaze S i-Dtech,4.25 Lakh,"66,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats
Jaguar XF 2.2 Litre Luxury,22 Lakh,"69,619 kms",Diesel,Automatic,1st Owner,2014,2179 cc,5 Seats
Maruti Alto K10 VXI AMT,4.30 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2018,998 cc,5 Seats
Maruti Wagon R LXI Minor,2.11 Lakh,"61,000 kms",Petrol,Manual,1st Owner,2009,1061 cc,5 Seats
Renault Duster 110PS Diesel RxZ AMT,9.75 Lakh,"31,000 kms",Diesel,Automatic,1st Owner,2018,1461 cc,5 Seats
Volkswagen Polo GT TSI,6.25 Lakh,"66,000 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats
Land Rover Discovery Sport R-Dynamic SE,72 Lakh,"7,700 kms",Petrol,Automatic,1st Owner,2021,1997 cc,7 Seats
Mahindra XUV700 AX3 AT,17.50 Lakh,"9,000 kms",Petrol,Automatic,1st Owner,2022,1999 cc,5 Seats
Tata Tigor 1.2 Revotron XT,3.40 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2017,1199 cc,5 Seats
Skoda Fabia 1.2 MPI Active,1.10 Lakh,"1,10,000 kms",Petrol,Manual,3rd Owner,2009,1198 cc,5 Seats
Kia Seltos HTX Plus AT D,16.75 Lakh,"51,001 kms",Diesel,Automatic,1st Owner,2020,1493 cc,5 Seats
Jeep Compass 2.0 Limited Plus AT,21 Lakh,"56,207 kms",Diesel,Automatic,1st Owner,2020,1956 cc,5 Seats
Mercedes-Benz GLA Class 200 d Sport,26.90 Lakh,"58,000 kms",Diesel,Automatic,1st Owner,2019,2143 cc,5 Seats
Hyundai i20 Diesel Sportz,6.50 Lakh,"73,290 kms",Diesel,Manual,1st Owner,2018,1396 cc,5 Seats
Hyundai Verna 1.6 CRDi S,7.90 Lakh,"44,283 kms",Diesel,Manual,1st Owner,2017,1582 cc,5 Seats
Maruti Celerio VXI AT,4.25 Lakh,"48,000 kms",Petrol,Automatic,1st Owner,2016,998 cc,5 Seats
Honda City 1.5 S MT,3.40 Lakh,"1,07,500 kms",Petrol,Manual,3rd Owner,2010,1497 cc,5 Seats
Maruti Swift 1.3 LXI,"99,999","80,000 kms",Petrol,Manual,3rd Owner,2007,1298 cc,5 Seats
Maruti SX4 Celebration Petrol,2 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2009,1586 cc,5 Seats
Maruti Vitara Brezza LXI,7.75 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats
Maruti Wagon R LXI BS IV,2.15 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2011,998 cc,5 Seats
Maruti Wagon R LXI BS IV,2.37 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2011,998 cc,5 Seats
Maruti Zen LX,"55,000","90,000 kms",Petrol,Manual,3rd Owner,2002,993 cc,5 Seats
Mahindra KUV 100 NXT G80 K2,4.25 Lakh,"46,000 kms",Petrol,Manual,1st Owner,2018,1198 cc,6 Seats
Nissan Sunny XL D,5.75 Lakh,"28,000 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats
Honda WR-V SV,8.25 Lakh,"24,000 kms",Petrol,Manual,1st Owner,2020,1199 cc,5 Seats
Honda WR-V i-VTEC S,6.90 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats
Honda WR-V i-VTEC VX,7.75 Lakh,"24,300 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats
Honda WR-V i-VTEC VX,7.90 Lakh,"51,000 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats
Kia Seltos GTX Plus DCT,14.90 Lakh,"6,000 kms",Petrol,Automatic,1st Owner,2020,1353 cc,5 Seats
Kia Seltos GTX Plus DCT,17.25 Lakh,"12,600 kms",Petrol,Automatic,1st Owner,2021,1353 cc,5 Seats
Jeep Meridian Limited Opt AT 4x4,37 Lakh,"3,500 kms",Diesel,Automatic,1st Owner,2022,1956 cc,7 Seats
Hyundai i10 Era,2.30 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2011,1086 cc,5 Seats
Hyundai Grand i10 Nios Sportz CNG,7.50 Lakh,"5,000 kms",Cng,Manual,1st Owner,2022,1197 cc,5 Seats
Hyundai Santro Xing GLS,1.35 Lakh,"1,20,000 kms",Petrol,Manual,4th Owner,2010,1086 cc,5 Seats
Honda Jazz V CVT,6.95 Lakh,"40,000 kms",Petrol,Automatic,1st Owner,2018,1199 cc,5 Seats
Honda City i-VTEC V,7.85 Lakh,"96,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats
Honda City 1.5 S MT,3.25 Lakh,"67,000 kms",Petrol,Manual,2nd Owner,2010,1497 cc,5 Seats
Honda City i-VTEC V,7.90 Lakh,"72,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats
Hyundai i10 Magna,3.21 Lakh,"89,000 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats
Volkswagen Polo Diesel Trendline 1.2L,3.30 Lakh,"64,000 kms",Diesel,Manual,1st Owner,2011,1199 cc,5 Seats
Maruti Swift Vdi BSIII,2 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2010,1248 cc,5 Seats
Honda Jazz 1.2 SV i VTEC,5.40 Lakh,"42,000 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
Datsun RediGO T,2.70 Lakh,"55,000 kms",Petrol,Manual,1st Owner,2017,799 cc,5 Seats
Hyundai Santro Era Executive BSIV,4.95 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats
Tata Hexa XTA,10 Lakh,"86,500 kms",Diesel,Automatic,2nd Owner,2017,2179 cc,7 Seats
Honda CR-V 2.4L 4WD AT,10.50 Lakh,"59,000 kms",Petrol,Automatic,1st Owner,2014,2354 cc,5 Seats
Hyundai EON Era Plus,3.10 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2018,814 cc,5 Seats
Mahindra Scorpio S7 140 BSIV,12 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2019,2179 cc,7 Seats
Volkswagen Polo ALLSTAR 1.2 MPI,6 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2017,1198 cc,5 Seats
Chevrolet Cruze LT,3 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2012,1991 cc,5 Seats
Tata Nexon XMA AMT,9.25 Lakh,"13,700 kms",Petrol,Automatic,1st Owner,2021,1199 cc,5 Seats
Maruti Swift VXI BSIV,5.70 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats
Ford Ecosport Sports Diesel,11 Lakh,"20,000 kms",Diesel,Manual,1st Owner,2021,1498 cc,5 Seats
Jaguar XF 2.2 Litre Luxury,18 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2014,2179 cc,5 Seats
Tata Indica TDI LX,1 Lakh,"35,000 kms",Diesel,Manual,3rd Owner,2013,1405 cc,5 Seats
Toyota Fortuner 4X4 Diesel AT,43.50 Lakh,"26,629 kms",Diesel,Automatic,1st Owner,2021,2755 cc,7 Seats
Mercedes-Benz C-Class Progressive C 220d,46.50 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2019,1950 cc,5 Seats
Mercedes-Benz GLC Progressive 220d,53.95 Lakh,"33,000 kms",Diesel,Automatic,1st Owner,2019,2143 cc,5 Seats
BMW 3 Series Gran Limousine 330Li M Sport First Edition,61.75 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2021,1998 cc,5 Seats
Audi Q3 30 TDI,27.95 Lakh,"55,291 kms",Diesel,Manual,1st Owner,2017,1968 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Avantgarde,16.50 Lakh,"58,500 kms",Diesel,Automatic,1st Owner,2013,2143 cc,5 Seats
Audi Q7 45 TDI Quattro Technology,72.50 Lakh,"15,000 kms",Diesel,Automatic,1st Owner,2018,2967 cc,7 Seats
Renault Duster 85PS Diesel RxL Option,6.50 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats
Audi Q3 35 TDI Quattro Premium,13 Lakh,"64,000 kms",Diesel,Automatic,2nd Owner,2012,1968 cc,5 Seats
Maruti Zen LXI,4 Lakh,"1,32,596 kms",Petrol,Manual,2nd Owner,2004,993 cc,5 Seats
Maruti Swift VXI BSIII,1.54 Lakh,"99,673 kms",Petrol,Manual,3rd Owner,2008,1298 cc,5 Seats
Tata Nexon EV Prime XZ Plus LUX,4.18 Lakh,"24,374 kms",Electric,Automatic,1st Owner,2021,0 cc,5 Seats
Volkswagen Vento Petrol Highline AT,3.92 Lakh,"69,828 kms",Petrol,Automatic,3rd Owner,2011,1598 cc,5 Seats
Maruti Baleno 1.2 Alpha,5.94 Lakh,"72,820 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats
Mercedes-Benz C-Class Progressive C 220d,37.24 Lakh,"20,785 kms",Diesel,Automatic,1st Owner,2019,1950 cc,5 Seats
Maruti Swift Dzire VXI AT Optional,5.88 Lakh,"31,172 kms",Petrol,Automatic,2nd Owner,2016,1197 cc,5 Seats
Hyundai Grand i10 Sportz,4.52 Lakh,"24,395 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
MG Hector Sharp DCT,18.25 Lakh,"11,050 kms",Petrol,Automatic,1st Owner,2021,1451 cc,5 Seats
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,7.74 Lakh,"1,23,394 kms",Diesel,Manual,2nd Owner,2013,2494 cc,7 Seats
Maruti Swift ZDi,4.21 Lakh,"1,05,053 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats
Hyundai i20 Sportz,8.44 Lakh,"10,283 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
Tata Harrier XZ Plus Dark Edition,21.99 Lakh,"2,443 kms",Diesel,Manual,1st Owner,2022,1956 cc,5 Seats
Toyota Fortuner 2.7 2WD AT,31 Lakh,"44,000 kms",Petrol,Automatic,2nd Owner,2019,2694 cc,7 Seats
Audi Q5 3.0 TDI Quattro,9.95 Lakh,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2967 cc,5 Seats
Mahindra Ssangyong Rexton RX7,9.75 Lakh,"72,000 kms",Diesel,Automatic,1st Owner,2013,2696 cc,7 Seats
Hyundai i10 Magna 1.1L,2.25 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2011,1086 cc,5 Seats
Maruti Swift Dzire VXI 1.2 BS IV,6.50 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats
Audi Q7 45 TDI Quattro Premium Plus,18.75 Lakh,"43,000 kms",Diesel,Automatic,2nd Owner,2014,2967 cc,7 Seats
Hyundai i10 Sportz 1.1L,4.25 Lakh,"52,000 kms",Petrol,Manual,2nd Owner,2014,1086 cc,5 Seats
Mahindra XUV500 W8 FWD,7.45 Lakh,"1,17,000 kms",Diesel,Manual,1st Owner,2012,2179 cc,7 Seats
Hyundai Verna 1.6 VTVT SX Option,8.25 Lakh,"84,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
Maruti Alto 800 LXI,2.04 Lakh,"45,080 kms",Petrol,Manual,3rd Owner,2015,796 cc,5 Seats
Maruti Eeco 5 Seater AC BSIV,4.70 Lakh,"39,341 kms",Petrol,Manual,1st Owner,2019,1196 cc,5 Seats
Mahindra Scorpio 2.6 Turbo 7 Str,3.30 Lakh,"1,33,000 kms",Diesel,Manual,1st Owner,2007,2609 cc,8 Seats
Mahindra e2o T2,3.21 Lakh,"54,112 kms",Electric,Automatic,1st Owner,2014,0 cc,5 Seats
Hyundai i20 Sportz Plus BSIV,8.20 Lakh,"14,824 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats
Honda City i VTEC VX,9.25 Lakh,"82,500 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats
Kia Seltos HTK Plus G,13.49 Lakh,"17,922 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats
BMW X7 xDrive 40i,1.23 Crore,"13,000 kms",Petrol,Automatic,1st Owner,2019,2998 cc,7 Seats
Mitsubishi Pajero Sport 4X4 AT,16.75 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2015,2477 cc,6 Seats
Hyundai Grand i10 AT Asta,5.75 Lakh,"67,000 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats
Honda Jazz V CVT,7.45 Lakh,"35,000 kms",Petrol,Automatic,1st Owner,2018,1199 cc,5 Seats
Maruti Alto 800 LXI,3.45 Lakh,"53,000 kms",Petrol,Manual,1st Owner,2016,796 cc,5 Seats
MG Hector Hybrid Sharp MT,20.75 Lakh,598 kms,Petrol,Manual,1st Owner,2022,1451 cc,5 Seats
Maruti Ertiga ZDI Plus,8.92 Lakh,"75,727 kms",Diesel,Manual,1st Owner,2019,1248 cc,7 Seats
Kia Seltos GTX Plus DCT,18.90 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2020,1353 cc,5 Seats
Maruti Vitara Brezza ZDi Plus Dual Tone,8.58 Lakh,"62,403 kms",Diesel,Manual,1st Owner,2016,1248 cc,5 Seats
Volkswagen Polo 1.5 TDI Comfortline,4.53 Lakh,"44,487 kms",Diesel,Manual,2nd Owner,2014,1498 cc,5 Seats
Mercedes-Benz C-Class Progressive C 220d,39 Lakh,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1950 cc,5 Seats
Toyota Innova Crysta 2.4 ZX AT,28.50 Lakh,"47,000 kms",Diesel,Automatic,1st Owner,2020,2393 cc,7 Seats
Hyundai i10 Magna 1.1L,1.90 Lakh,"31,212 kms",Petrol,Manual,1st Owner,2008,1086 cc,5 Seats
Skoda Superb Laurin & klement,33.65 Lakh,"17,776 kms",Petrol,Automatic,1st Owner,2020,1984 cc,5 Seats
Hyundai Verna 1.6 CRDi S,6.58 Lakh,"31,837 kms",Diesel,Manual,2nd Owner,2015,1582 cc,5 Seats
Audi A3 35 TDI Premium Plus,25.80 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2020,1968 cc,5 Seats
Maruti Alto LXi BSIII,1.20 Lakh,"78,000 kms",Petrol,Manual,2nd Owner,2006,796 cc,5 Seats
Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,11.85 Lakh,"31,000 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats
Maruti Swift VDI,3.88 Lakh,"1,15,986 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats
Toyota Etios G SP,3.92 Lakh,"73,029 kms",Petrol,Manual,2nd Owner,2014,1496 cc,5 Seats
Hyundai Verna 1.6 SX VTVT AT,6.35 Lakh,"25,000 kms",Petrol,Automatic,2nd Owner,2013,1591 cc,5 Seats
Honda Amaze E i-Dtech,2.44 Lakh,"74,809 kms",Diesel,Manual,1st Owner,2013,1498 cc,5 Seats
Hyundai i20 1.2 Magna,2.72 Lakh,"33,560 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
Hyundai i10 Sportz AT,2.86 Lakh,"40,821 kms",Petrol,Automatic,1st Owner,2011,1197 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Celebration Edition,15.75 Lakh,"58,000 kms",Diesel,Automatic,2nd Owner,2014,2143 cc,5 Seats
Ford Figo Petrol EXI,1.63 Lakh,"75,991 kms",Petrol,Manual,2nd Owner,2010,1196 cc,5 Seats
Maruti Swift ZXI ABS,1.78 Lakh,"1,36,432 kms",Petrol,Manual,2nd Owner,2008,1298 cc,5 Seats
Maruti Alto LXi BSIII,"84,778","70,229 kms",Petrol,Manual,4th Owner,2008,796 cc,5 Seats
Toyota Innova Crysta 2.8 GX AT 8S BSIV,17.25 Lakh,"83,000 kms",Diesel,Automatic,2nd Owner,2016,2755 cc,8 Seats
Hyundai Santro Xing GLS,1.11 Lakh,"51,915 kms",Petrol,Manual,1st Owner,2008,1086 cc,5 Seats
Volkswagen Polo GT TSI,5.50 Lakh,"63,100 kms",Petrol,Automatic,2nd Owner,2014,1197 cc,5 Seats
Mercedes-Benz GLE 250d,48 Lakh,"54,000 kms",Diesel,Automatic,2nd Owner,2017,2143 cc,5 Seats
BMW X1 sDrive20d xLine,45.50 Lakh,"9,000 kms",Diesel,Automatic,1st Owner,2021,1995 cc,5 Seats
Hyundai Santro Xing GL Plus,3.25 Lakh,"46,833 kms",Petrol,Manual,1st Owner,2012,1086 cc,5 Seats
Hyundai Verna 1.6 CRDi EX MT,5.25 Lakh,"78,744 kms",Diesel,Manual,2nd Owner,2012,1582 cc,5 Seats
Maruti Swift VDI BSIV,4.90 Lakh,"79,542 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats
Honda City 1.5 V AT,4.60 Lakh,"96,000 kms",Petrol,Automatic,2nd Owner,2010,1497 cc,5 Seats
Kia Sonet GTX Plus Turbo iMT,13.25 Lakh,"13,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
Maruti Swift VDI BSIV,3.80 Lakh,"44,521 kms",Diesel,Manual,1st Owner,2010,1248 cc,5 Seats
Hyundai Grand i10 1.2 Kappa Sportz Option AT,5.47 Lakh,"29,927 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,5 Seats
Honda CR-V 2.0L 2WD AT,19.75 Lakh,"48,019 kms",Petrol,Automatic,1st Owner,2017,1997 cc,5 Seats
Hyundai Grand i10 Asta Option,6.75 Lakh,"27,311 kms",Petrol,Manual,2nd Owner,2017,1197 cc,5 Seats
Mahindra XUV500 W11 Option AWD,20.50 Lakh,"14,000 kms",Diesel,Manual,1st Owner,2021,2179 cc,7 Seats
Hyundai i10 Magna 1.2,3.15 Lakh,"64,640 kms",Petrol,Manual,1st Owner,2009,1197 cc,5 Seats
Honda City i VTEC S,4.99 Lakh,"96,505 kms",Petrol,Manual,2nd Owner,2012,1497 cc,5 Seats
Toyota Fortuner 2.8 2WD AT BSIV,32 Lakh,"90,479 kms",Diesel,Automatic,1st Owner,2018,2755 cc,7 Seats
Hyundai Venue S Opt,9.65 Lakh,"3,500 kms",Petrol,Manual,1st Owner,2022,1197 cc,5 Seats
Tata Nexon 1.2 Revotron XT,8.55 Lakh,"42,374 kms",Petrol,Manual,1st Owner,2018,1198 cc,5 Seats
Maruti Baleno 1.3 Alpha,7.10 Lakh,"45,879 kms",Diesel,Manual,1st Owner,2016,1248 cc,5 Seats
Maruti Ciaz VDi Plus SHVS,5.72 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2016,1248 cc,5 Seats
Hyundai Grand i10 Asta,4.70 Lakh,"89,680 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats
BMW 3 Series 320d,12.75 Lakh,"99,000 kms",Diesel,Automatic,3rd Owner,2012,1995 cc,5 Seats
Maruti Zen VXI,1.10 Lakh,"90,000 kms",Petrol,Manual,3rd Owner,1998,993 cc,5 Seats
BMW X5 xDrive 30d Design Pure Experience 5 Seater,59.75 Lakh,"27,000 kms",Diesel,Automatic,1st Owner,2018,2993 cc,5 Seats
Skoda Superb Elegance 2.0 TDI CR AT,14.65 Lakh,"79,776 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
Toyota Land Cruiser Prado TX,54 Lakh,"67,000 kms",Diesel,Automatic,1st Owner,2011,2982 cc,7 Seats
Skoda Octavia 2.0 TDI MT Style,14.75 Lakh,"1,08,000 kms",Diesel,Manual,1st Owner,2017,1968 cc,5 Seats
Volkswagen Vento 1.5 TDI Highline BSIV,9.45 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2019,1498 cc,5 Seats
Skoda Octavia 1.8 TSI AT L K,22.75 Lakh,"32,067 kms",Petrol,Automatic,1st Owner,2018,1798 cc,5 Seats
Toyota Innova Crysta 2.4 VX MT BSIV,19.50 Lakh,"52,187 kms",Diesel,Manual,2nd Owner,2017,2393 cc,7 Seats
BMW 5 Series 530d M Sport,58.75 Lakh,"17,100 kms",Diesel,Automatic,1st Owner,2019,2993 cc,5 Seats
MG Hector Plus Sharp DCT,19.40 Lakh,"9,562 kms",Petrol,Automatic,1st Owner,2021,1451 cc,6 Seats
MG Hector Sharp Diesel MT BSIV,18.10 Lakh,"36,388 kms",Diesel,Manual,1st Owner,2019,1956 cc,5 Seats
Mercedes-Benz C-Class C 250 CDI Elegance,9.75 Lakh,"45,000 kms",Diesel,Automatic,2nd Owner,2011,2143 cc,5 Seats
Jeep Compass 2.0 Sport Plus BSIV,17.75 Lakh,"36,149 kms",Diesel,Manual,1st Owner,2019,1956 cc,5 Seats
Kia Seltos GTX Plus,16.95 Lakh,"20,155 kms",Petrol,Manual,1st Owner,2020,1353 cc,5 Seats
MG Hector Sharp AT BSIV,16.75 Lakh,"51,904 kms",Petrol,Automatic,1st Owner,2019,1451 cc,5 Seats
Volkswagen Polo GT TSI,7.25 Lakh,"54,000 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats
Kia Seltos GTX Plus,15.65 Lakh,"31,727 kms",Petrol,Manual,2nd Owner,2019,1353 cc,5 Seats
Mahindra XUV500 AT W10 FWD,14.45 Lakh,"73,986 kms",Diesel,Automatic,1st Owner,2017,2179 cc,7 Seats
Kia Sonet 1.5 GTX Plus Diesel,14.25 Lakh,"7,100 kms",Diesel,Manual,1st Owner,2021,1493 cc,5 Seats
Kia Sonet GTX Plus Turbo iMT,13.95 Lakh,"5,397 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
BMW X3 xDrive 20d Luxury Line,49.50 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
Hyundai i20 1.4 Asta Option,7 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2017,1396 cc,5 Seats
Maruti Swift Dzire VXI,4.75 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2013,1197 cc,5 Seats
Volkswagen Polo GT TSI,7 Lakh,"91,000 kms",Petrol,Automatic,2nd Owner,2015,1197 cc,5 Seats
BMW 7 Series 730Ld Sedan,23.75 Lakh,"69,000 kms",Diesel,Automatic,2nd Owner,2010,2993 cc,5 Seats
Toyota Fortuner 4x2 Manual,17.50 Lakh,"89,000 kms",Diesel,Manual,2nd Owner,2014,2982 cc,7 Seats
Hyundai Santa Fe 4X4,8.25 Lakh,"95,254 kms",Diesel,Manual,1st Owner,2013,2199 cc,7 Seats
Hyundai Creta 1.6 VTVT SX Plus,10.50 Lakh,"51,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
Hyundai i10 Sportz AT,3.95 Lakh,"62,000 kms",Petrol,Automatic,2nd Owner,2014,1197 cc,5 Seats
Tata Hexa XT,12.35 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2017,2179 cc,7 Seats
Tata Harrier XZA Plus Dark Edition AT 2020-2022,25.75 Lakh,"2,000 kms",Diesel,Automatic,1st Owner,2022,1956 cc,5 Seats
Volkswagen Polo Cup Edition Comfortline,6.85 Lakh,"46,000 kms",Petrol,Manual,1st Owner,2017,999 cc,5 Seats
Maruti Ertiga SHVS ZDI Plus,9.45 Lakh,"65,000 kms",Diesel,Manual,2nd Owner,2017,1248 cc,7 Seats
Maruti Alto K10 VXI,4.25 Lakh,"22,248 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats
BMW 5 Series 520d Luxury Line,43 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
Honda City i VTEC S,5.75 Lakh,"73,000 kms",Petrol,Manual,1st Owner,2013,1497 cc,5 Seats
Volkswagen Polo GT 1.0 TSI,11.45 Lakh,"54,000 kms",Petrol,Automatic,1st Owner,2021,999 cc,5 Seats
Honda Civic 1.8 (E) MT,2.60 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2006,1799 cc,5 Seats
Jeep Compass Model S DCT,27.25 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,1368 cc,5 Seats
Kia Seltos GTX Plus AT D,18.20 Lakh,"30,000 kms",Diesel,Automatic,1st Owner,2021,1493 cc,5 Seats
Jaguar XF 2.2 Litre Luxury,27.95 Lakh,"26,000 kms",Diesel,Automatic,1st Owner,2016,2179 cc,5 Seats
Mahindra Scorpio SLX 2.6 Turbo 7 Str,3.50 Lakh,"1,55,000 kms",Diesel,Manual,2nd Owner,2006,2609 cc,7 Seats
Mercedes-Benz GLA Class 200 Sport,34.25 Lakh,"29,366 kms",Petrol,Automatic,1st Owner,2019,1991 cc,5 Seats
Volkswagen Polo 1.2 MPI Highline,6.75 Lakh,"28,211 kms",Petrol,Manual,1st Owner,2016,1198 cc,5 Seats
Kia Seltos GTX DCT,16.75 Lakh,"40,000 kms",Petrol,Automatic,1st Owner,2019,1353 cc,5 Seats
BMW 5 Series 520d Luxury Line,24.50 Lakh,"54,000 kms",Diesel,Automatic,1st Owner,2015,1995 cc,5 Seats
Mahindra XUV500 W8 2WD,10.25 Lakh,"82,000 kms",Diesel,Manual,2nd Owner,2015,2179 cc,7 Seats
Hyundai Verna 1.6 SX VTVT,4.65 Lakh,"1,17,000 kms",Petrol,Manual,1st Owner,2011,1591 cc,5 Seats
Mahindra Scorpio S10 8 Seater,11.25 Lakh,"1,11,000 kms",Diesel,Manual,2nd Owner,2015,2179 cc,8 Seats
Maruti Swift Dzire AMT ZDI Plus,7.95 Lakh,"1,08,000 kms",Diesel,Automatic,1st Owner,2018,1248 cc,5 Seats
Maruti Omni 8 Seater BSIV,3.30 Lakh,"4,000 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
Toyota Innova 2.5 V Diesel 7-seater,6.85 Lakh,"2,90,000 kms",Diesel,Manual,3rd Owner,2011,2494 cc,7 Seats
Ford Endeavour 3.2 Titanium AT 4X4,35.90 Lakh,"35,000 kms",Diesel,Automatic,1st Owner,2019,3198 cc,7 Seats
MG Hector Sharp DCT,17.95 Lakh,"13,000 kms",Petrol,Automatic,1st Owner,2020,1451 cc,5 Seats
Ford Freestyle Titanium Petrol BSIV,4.90 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2018,1194 cc,5 Seats
Ford Ecosport 1.5 Diesel Titanium Plus,9.75 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2018,1498 cc,5 Seats
Mercedes-Benz GLA Class 200 d Sport,33.75 Lakh,"16,975 kms",Diesel,Automatic,2nd Owner,2019,2143 cc,5 Seats
Hyundai Grand i10 Magna Petrol BSIV,5.75 Lakh,"11,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
